"ID";"SEXE";"AGE";"SITCONJ";"RESNB";"RESISOL";"LOGAUTRE";"MASQUE";"TEMPS";"INQUIET";"VOISINS";"CONTROL";"AMIS";"FAMILLE";"POL";"DIPLONIV";"SITPROF_rec";"PCS_rec6";"REV";"POIDS_init"
1555;"Une femme";44;"Oui";5;"Non";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque vraiment de temps libre";"Oui";"Oui";"Oui, plusieurs fois";"Plus souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Le baccalauréat";"En emploi";"Professions intermédiaires";"De 2500 euros à moins de 3000 euros par mois";0,318263412209923
1556;"Un homme";54;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Moins souvent";"Moins souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Professions intermédiaires";;2,2551764944557
1557;"Une femme";29;"Non";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Oui, une seule fois";"Plus souvent";"Plus souvent";"Très à gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Employé(e)s";"De 5000 euros à moins de 6000 euros par mois";0,526274347743109
1558;"Une femme";58;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Oui";"Oui";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Le baccalauréat";"En emploi";"Professions intermédiaires";"De 2000 euros à moins de 2500 euros par mois";0,632539504102489
1559;"Une femme";67;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Oui, une seule fois";"Plus souvent";"Ni plus ni moins";"Au centre";"Le baccalauréat";"Retraité(e)";"Professions intermédiaires";"De 1600 euros à moins de 2000 euros par mois";0,885889084030882
1560;"Une femme";39;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Non, jamais";"Moins souvent";"Plus souvent";"A gauche";"Le baccalauréat";"En emploi";"Employé(e)s";"De 2000 euros à moins de 2500 euros par mois";0,915559032242842
1561;"Une femme";39;"Oui";5;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Moins souvent";"Ni plus ni moins";"Ni à gauche ni à droite";"Le baccalauréat";"Femme ou homme au foyer";;"De 1600 euros à moins de 2000 euros par mois";0,797470794259108
1562;"Une femme";32;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Oui, plusieurs fois";"Moins souvent";"Ni plus ni moins";"A droite";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Employé(e)s";"6000 euros par mois et plus";0,532393181373752
1563;"Une femme";49;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Moins souvent";"Ni plus ni moins";"Ni à gauche ni à droite";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"A la recherche d'un emploi";;"De 5000 euros à moins de 6000 euros par mois";0,663652803623467
1564;"Une femme";37;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque un peu de temps libre";"Non sélectionné";"Oui";"Oui, une seule fois";"Moins souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Professions intermédiaires";"De 2500 euros à moins de 3000 euros par mois";0,318263412209923
1565;"Une femme";42;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Professions intermédiaires";"De 3000 euros à moins de 4000 euros par mois";0,260646629865789
1566;"Une femme";36;"Oui";4;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Moins souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Le baccalauréat";"En emploi";"Employé(e)s";"De 2500 euros à moins de 3000 euros par mois";0,568910827213722
1567;"Une femme";65;"Oui";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Professions intermédiaires";"De 1200 euros à moins de 1600 euros par mois";1,37082501020372
1568;"Un homme";63;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Retraité(e)";"Cadres et professions intellectuelles supérieures";"De 2500 euros à moins de 3000 euros par mois";0,848815735884082
1569;"Une femme";30;"Oui";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 2000 euros à moins de 2500 euros par mois";0,215329716439037
1570;"Une femme";50;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque un peu de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En apprentissage ou en stage";"Artisan(e)s, commerçant(e)s, chef(fe)s d'entreprise";"De 2500 euros à moins de 3000 euros par mois";0,338711563371475
1571;"Une femme";38;"Oui";2;"Non";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Moins souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Dans une autre situation d'inactivité";"Professions intermédiaires";"De 1200 euros à moins de 1600 euros par mois";1,26252132877156
1572;"Une femme";66;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Plus souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Retraité(e)";"Cadres et professions intellectuelles supérieures";"De 2500 euros à moins de 3000 euros par mois";0,885889084030882
1573;"Un homme";47;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque un peu de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Moins souvent";"Ni plus ni moins";"A droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 3000 euros à moins de 4000 euros par mois";0,650653184893072
1574;"Une femme";37;"Oui";3;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque un peu de temps libre";"Oui";"Oui";"Non, jamais";"Plus souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Professions intermédiaires";"De 3000 euros à moins de 4000 euros par mois";0,42002114039949
1575;"Une femme";43;"Non";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Oui";"Oui, une seule fois";;"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 2500 euros à moins de 3000 euros par mois";0,201367878240618
1576;"Une femme";58;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque un peu de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 4000 euros à moins de 5000 euros par mois";0,308276682475198
1577;"Une femme";30;"Oui";5;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Oui";"Non sélectionné";;"Plus souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Femme ou homme au foyer";;"De 800 euros à moins de 1200 euros par mois";1,84318076463364
1578;"Une femme";66;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Ni plus ni moins";"Plus souvent";"A gauche";"Le baccalauréat";"Retraité(e)";"Cadres et professions intellectuelles supérieures";"De 1600 euros à moins de 2000 euros par mois";1,35165215942683
1579;"Une femme";54;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Plus souvent";"Ni plus ni moins";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Cadres et professions intellectuelles supérieures";"De 5000 euros à moins de 6000 euros par mois";0,206141606141521
1580;"Un homme";69;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Moins souvent";"Moins souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Retraité(e)";;"De 1600 euros à moins de 2000 euros par mois";1,61096687603884
1581;"Une femme";24;"Oui";2;"Non";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Oui";"Oui";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"Ni à gauche ni à droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 2500 euros à moins de 3000 euros par mois";0,197473823349511
1582;"Une femme";52;"Non";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"A droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Professions intermédiaires";"De 2000 euros à moins de 2500 euros par mois";0,343885954542159
1583;"Une femme";51;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Ni à gauche ni à droite";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"Femme ou homme au foyer";"Professions intermédiaires";"De 4000 euros à moins de 5000 euros par mois";1,19894613072517
1584;"Une femme";36;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Non, jamais";"Moins souvent";"Moins souvent";"A gauche";"Le baccalauréat";"En apprentissage ou en stage";"Ouvrier(e)s";"De 2000 euros à moins de 2500 euros par mois";0,805199060127465
1585;"Une femme";37;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque un peu de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"A droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Professions intermédiaires";"De 3000 euros à moins de 4000 euros par mois";1,17521172307303
1586;"Une femme";56;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Oui, une seule fois";"Plus souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"En emploi";"Employé(e)s";"De 1200 euros à moins de 1600 euros par mois";1,84925186654951
1587;"Un homme";58;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"6000 euros par mois et plus";1,20083716619007
1588;"Un homme";43;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"Je ne me retrouve pas dans ces catégories";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"En emploi";"Ouvrier(e)s";"De 2000 euros à moins de 2500 euros par mois";3,51988263115124
1589;"Une femme";52;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Professions intermédiaires";"De 2500 euros à moins de 3000 euros par mois";1,12581283381133
1590;"Une femme";28;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Oui";"Non, jamais";"Plus souvent";"Plus souvent";"A droite";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Employé(e)s";"De 800 euros à moins de 1200 euros par mois";0,611763251117993
1591;"Une femme";64;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Oui, plusieurs fois";"Plus souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"Retraité(e)";"Professions intermédiaires";"De 1600 euros à moins de 2000 euros par mois";1,74344891941432
1592;"Une femme";50;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Ni à gauche ni à droite";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Employé(e)s";"De 4000 euros à moins de 5000 euros par mois";0,87356093373649
1593;"Un homme";46;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque vraiment de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Moins souvent";"Moins souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Professions intermédiaires";"De 4000 euros à moins de 5000 euros par mois";3,31489491815172
1594;"Une femme";43;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Oui, une seule fois";"Ni plus ni moins";"Ni plus ni moins";"Ni à gauche ni à droite";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Cadres et professions intellectuelles supérieures";"De 4000 euros à moins de 5000 euros par mois";0,201367878240618
1595;"Une femme";53;"Oui";5;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Plus souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Retraité(e)";"Cadres et professions intellectuelles supérieures";"De 5000 euros à moins de 6000 euros par mois";1,40117906029028
1596;"Une femme";38;"Oui";3;"Oui, mais pas autant que je voulais";"Oui, j'ai changé de logement";"Oui";"Oui, je manque vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Ni à gauche ni à droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 3000 euros à moins de 4000 euros par mois";0,242255026708056
1597;"Un homme";34;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 3000 euros à moins de 4000 euros par mois";1,08103614928757
1598;"Un homme";39;"Oui";5;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Moins souvent";"Ni plus ni moins";"Au centre";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Cadres et professions intellectuelles supérieures";"De 3000 euros à moins de 4000 euros par mois";0,622140260457951
1599;"Une femme";39;"Oui";5;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Oui";"Non, jamais";"Plus souvent";"Ni plus ni moins";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Femme ou homme au foyer";"Professions intermédiaires";"De 2000 euros à moins de 2500 euros par mois";1,11404312447331
1600;"Une femme";29;"Oui";4;"Non";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";;"Oui";"Non sélectionné";"Non, jamais";"Moins souvent";"Moins souvent";"Je ne me retrouve pas dans ces catégories";"Le baccalauréat";"Femme ou homme au foyer";;"De 1600 euros à moins de 2000 euros par mois";1,16564566829888
1601;"Une femme";19;"Non";2;"Oui, autant que je voulais";"Oui, j'ai changé de logement";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Oui";"Oui";"Non, jamais";"Plus souvent";"Ni plus ni moins";"Je ne me retrouve pas dans ces catégories";"Le baccalauréat";"En études";;"De 3000 euros à moins de 4000 euros par mois";0,711568070831493
1602;"Un homme";65;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Très à gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"Retraité(e)";"Cadres et professions intellectuelles supérieures";"De 5000 euros à moins de 6000 euros par mois";3,18139340958215
1603;"Une femme";27;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Moins souvent";"Plus souvent";"Ni à gauche ni à droite";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Professions intermédiaires";"De 1600 euros à moins de 2000 euros par mois";0,250386963019446
1604;"Un homme";41;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Très à gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Artisan(e)s, commerçant(e)s, chef(fe)s d'entreprise";"De 1200 euros à moins de 1600 euros par mois";1,20479299535994
1605;"Une femme";43;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 3000 euros à moins de 4000 euros par mois";0,242255026708056
1606;"Une femme";58;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Moins souvent";"Moins souvent";"A droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 5000 euros à moins de 6000 euros par mois";0,469503329913295
1607;"Une femme";60;"Non";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque un peu de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Très à droite";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"Dans une autre situation d'inactivité";"Professions intermédiaires";"De 800 euros à moins de 1200 euros par mois";1,19894613072517
1608;"Une femme";62;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Oui, une seule fois";"Plus souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Retraité(e)";"Professions intermédiaires";"De 1600 euros à moins de 2000 euros par mois";1,22153508423687
1609;"Une femme";20;"Non";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque un peu de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"A gauche";"Le baccalauréat";"En études";;"De 1600 euros à moins de 2000 euros par mois";1,14302922866053
1610;"Une femme";43;"Oui";5;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque vraiment de temps libre";"Oui";"Oui";"Non, jamais";"Moins souvent";"Ni plus ni moins";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 5000 euros à moins de 6000 euros par mois";0,201869182276958
1611;"Une femme";25;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En études";;"De 800 euros à moins de 1200 euros par mois";1,84318076463364
1612;"Une femme";30;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Moins souvent";"Plus souvent";"A droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 1600 euros à moins de 2000 euros par mois";0,198697745449701
1613;"Un homme";63;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"A gauche";"Le baccalauréat";"Retraité(e)";"Employé(e)s";"De 3000 euros à moins de 4000 euros par mois";2,42086603271666
1614;"Une femme";32;"Oui";5;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Oui";"Oui";"Oui, plusieurs fois";"Moins souvent";"Plus souvent";"A droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 3000 euros à moins de 4000 euros par mois";0,198258134098788
1615;"Une femme";37;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Oui";"Non sélectionné";"Oui, une seule fois";"Ni plus ni moins";"Ni plus ni moins";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Artisan(e)s, commerçant(e)s, chef(fe)s d'entreprise";"Moins de 800 euros par mois";0,412720154651638
1616;"Une femme";29;"Non";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Oui";"Non, jamais";"Moins souvent";"Plus souvent";"Ni à gauche ni à droite";"Le baccalauréat";"A la recherche d'un emploi";"Employé(e)s";"De 2000 euros à moins de 2500 euros par mois";0,391485119046098
